Cmdline: /system/bin/simpleperf record -f 1000 -g -p 17534 --duration 10
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 4961
Event count: 11049081886

Overhead  Command          Pid    Tid    Shared Object                                                                  Symbol
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+176c188]
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              dentry_free
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              __arm64_sys_close
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::Surface::getSlotFromBufferLocked(ANativeWindowBuffer*) const
0.02%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 __strncmp_aarch64
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+69b29c]
0.02%     Debugger         17534  17544  /data/local/tmp/Debugger                                                       readThreadFunc()
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+6ad15c]
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::ItemAdd(ImRect const&, unsigned int, ImRect const*, int)
0.02%     binder:17534_3   17534  17555  /system/lib64/libgui.so                                                        @plt
0.02%     blastAsyncWork   17534  17548  /apex/com.android.runtime/lib64/bionic/libc.so                                 scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::pushBlocks(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>*, unsigned long, unsigned int*, unsigned int)
0.02%     blastAsyncWork   17534  17548  /system/lib64/libgui.so                                                        android::AsyncWorker::run()
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       std::__ndk1::__hash_table<std::__ndk1::__hash_value_type<unsigned long, unsigned long>, std::__ndk1::__unordered_map_hasher<unsigned long, std::__ndk1::__hash_value_type<unsigned long, unsigned long>, std::__ndk1::hash<unsigned long>, std::__ndk1::equal_to<unsigned long>, true>, std::__ndk1::__unordered_map_equal<unsigned long, std::__ndk1::__hash_value_type<unsigned long, unsigned long>, std::__ndk1::equal_to<unsigned long>, std::__ndk1::hash<unsigned long>, true>, std::__ndk1::allocator<std::__ndk1::__hash_value_type<unsigned long, unsigned long>>>::__move_assign(std::__ndk1::__hash_table<std::__ndk1::__hash_value_type<unsigned long, unsigned long>, std::__ndk1::__unordered_map_hasher<unsigned long, std::__ndk1::__hash_value_type<unsigned long, unsigned long>, std::__ndk1::hash<unsigned long>, std::__ndk1::equal_to<unsigned long>, true>, std::__ndk1::__unordered_map_equal<unsigned long, std::__ndk1::__hash_value_type<unsigned long, unsigned long>, std::__ndk1::equal_to<unsigned long>, std::__ndk1::hash<unsigned long>, true>, std::__ndk1::allocator<std::__ndk1::__hash_value_type<unsigned long, unsigned long>>>&, std::__ndk1::integral_constant<bool, true>)
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       std::__ndk1::unordered_map<unsigned long, unsigned long, std::__ndk1::hash<unsigned long>, std::__ndk1::equal_to<unsigned long>, std::__ndk1::allocator<std::__ndk1::pair<unsigned long const, unsigned long>>>::unordered_map(std::__ndk1::unordered_map<unsigned long, unsigned long, std::__ndk1::hash<unsigned long>, std::__ndk1::equal_to<unsigned long>, std::__ndk1::allocator<std::__ndk1::pair<unsigned long const, unsigned long>>> const&)
0.02%     mali-event-hand  17534  17539  /apex/com.android.runtime/lib64/bionic/libc.so                                 NonPI::MutexLockWithTimeout(pthread_mutex_internal_t*, bool, timespec const*)
0.02%     mali-event-hand  17534  17539  /vendor/lib/modules/mali_kbase_mt6895.ko                                       kbase_poll
0.02%     mali-event-hand  17534  17539  [kernel.kallsyms]                                                              __pollwait.f709cadf360e7cc21928ff0d12875fa0
0.02%     mali-event-hand  17534  17539  [kernel.kallsyms]                                                              percpu_counter_add_batch
0.02%     mali-event-hand  17534  17539  [kernel.kallsyms]                                                              syscall_trace_enter
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::RenderTextClippedEx(ImDrawList*, ImVec2 const&, ImVec2 const&, char const*, char const*, ImVec2 const*, ImVec2 const&, ImRect const*, unsigned int)
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              strscpy
0.02%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              _raw_spin_lock
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1678374]
0.02%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              dma_fence_chain_walk
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+69a3f0]
0.02%     Debugger         17534  17534  /system/lib64/libvulkan.so                                                     vkWaitForFences
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              fpsimd_load_state
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16a6028]
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              __rcu_read_unlock
0.02%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::GetCurrentContext()
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              ihold
0.02%     Debugger         17534  17543  [kernel.kallsyms]                                                              __local_bh_enable_ip
0.02%     Debugger         17534  17543  [kernel.kallsyms]                                                              schedule_hrtimeout_range_clock
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1695df0]
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16ae3c8]
0.02%     Debugger         17534  17534  [kernel.kallsyms]                                                              hrtimer_start_range_ns
0.02%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::BLASTBufferItemConsumer::addAndGetFrameTimestamps(android::NewFrameEventsEntry const*, android::FrameEventHistoryDelta*)
0.02%     Debugger         17534  17534  /system/lib64/libutils.so                                                      android::VectorImpl::insertAt(void const*, unsigned long, unsigned long)
0.02%     Debugger         17534  17543  [kernel.kallsyms]                                                              evdev_read.89e0a6e0c97a8726ccd017a6d47394e5
0.02%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              _raw_spin_unlock_irq
0.02%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              binder_wait_for_work
0.02%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 __strlen_aarch64
0.02%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+175bcbc]
0.01%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 __d2b_D2A
0.01%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::ConsumerBase::onFrameDequeued(unsigned long)
0.01%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::Vector<android::BufferItem>::do_splat(void*, void const*, unsigned long) const
0.01%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+169b388]
0.01%     Debugger         17534  17534  [kernel.kallsyms]                                                              binder_wait_for_work
0.01%     Debugger         17534  17534  [kernel.kallsyms]                                                              __init_waitqueue_head
0.01%     binder:17534_1   17534  17545  [kernel.kallsyms]                                                              _raw_spin_unlock_irqrestore
0.01%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::UpdateWindowSkipRefresh(ImGuiWindow*)
0.01%     Debugger         17534  17534  /system/lib64/libgui.so                                                        std::__1::pair<std::__1::__hash_iterator<std::__1::__hash_node<android::sp<android::SurfaceControl>, void*>*>, bool> std::__1::__hash_table<android::sp<android::SurfaceControl>, android::SurfaceComposerClient::SCHash, std::__1::equal_to<android::sp<android::SurfaceControl>>, std::__1::allocator<android::sp<android::SurfaceControl>>>::__emplace_unique_key_args<android::sp<android::SurfaceControl>, android::sp<android::SurfaceControl> const&>(android::sp<android::SurfaceControl> const&, android::sp<android::SurfaceControl> const&)
0.01%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16c3f94]
0.01%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 __fcntl
0.01%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1758e6c]
0.01%     Debugger         17534  17534  /system_ext/lib64/libgralloc_extra_sys.so                                      gralloc_extra_perform
0.01%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              optimized_callback.c9850914e92d68b066c352ce52295476
0.01%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImFontAtlasUpdateNewFrame(ImFontAtlas*, int, bool)
0.01%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1674588]
0.01%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16aa008]
0.01%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::ButtonBehavior(ImRect const&, unsigned int, bool*, bool*, int)
0.01%     Debugger         17534  17534  /system/lib64/libbinder.so                                                     $x.cold.0
0.01%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+166fa30]
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              do_sys_poll
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              syscall_trace_exit
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              _raw_spin_unlock_irq
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              __arm64_sys_read.cfi_jt
0.01%     Debugger         17534  17534  /system/lib64/libutils.so                                                      android::String16::size() const
0.01%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1662108]
0.01%     Debugger         17534  17534  [kernel.kallsyms]                                                              mntput_no_expire
0.01%     Debugger         17534  17534  [kernel.kallsyms]                                                              dma_fence_get_status
0.01%     Debugger         17534  17534  [kernel.kallsyms]                                                              _raw_read_lock
0.01%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16a9e04]
0.01%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+689364]
0.01%     binder:17534_3   17534  17555  /system/lib64/libbinder.so                                                     android::Parcel::enforceInterface(char16_t const*, unsigned long, android::IPCThreadState*) const
0.01%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImFont::GetFontBaked(float, float)
0.01%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImGui::RenderArrow(ImDrawList*, ImVec2, unsigned int, ImGuiDir, float)
0.01%     Debugger         17534  17534  [kernel.kallsyms]                                                              memcg_slab_free_hook
0.01%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::sp<android::IBinder>::operator=(android::sp<android::IBinder> const&) (.cold.0)
0.01%     binder:17534_3   17534  17555  /apex/com.android.runtime/lib64/bionic/libc.so                                 pthread_mutex_lock
0.01%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::SurfaceComposerClient::Transaction::releaseBufferIfOverwriting(android::layer_state_t const&)
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              __schedule
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              fpsimd_load_state
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              selinux_file_permission.87bbe6f7b7afb66eaa6d1c629edc3068
0.01%     mali-mem-purge   17534  17540  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+1768944]
0.01%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 pthread_getspecific
0.01%     Debugger         17534  17534  /vendor/lib/modules/mali_kbase_mt6895.ko                                       kbase_csf_event_signal
0.01%     Debugger         17534  17534  [kernel.kallsyms]                                                              __arm64_sys_dup
0.01%     mali-mem-purge   17534  17540  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+79ef90]
0.01%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+16a60e8]
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              __rcu_read_unlock
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              do_notify_resume
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              input_event_to_user
0.01%     Debugger         17534  17534  /system/lib64/libutils.so                                                      android::RefBase::createWeak(void const*) const
0.01%     Debugger         17534  17534  /vendor/lib64/egl/mt6895/libGLES_mali.so                                       libGLES_mali.so[+175541c]
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              schedule
0.01%     Debugger         17534  17534  /apex/com.android.runtime/lib64/bionic/libc.so                                 android_fdsan_close_with_tag
0.01%     Debugger         17534  17534  /system/lib64/libgui.so                                                        std::__1::__hash_const_iterator<std::__1::__hash_node<std::__1::__hash_value_type<unsigned long, long>, void*>*> std::__1::__hash_table<std::__1::__hash_value_type<unsigned long, long>, std::__1::__unordered_map_hasher<unsigned long, std::__1::__hash_value_type<unsigned long, long>, std::__1::hash<unsigned long>, std::__1::equal_to<unsigned long>, true>, std::__1::__unordered_map_equal<unsigned long, std::__1::__hash_value_type<unsigned long, long>, std::__1::equal_to<unsigned long>, std::__1::hash<unsigned long>, true>, std::__1::allocator<std::__1::__hash_value_type<unsigned long, long>>>::find<unsigned long>(unsigned long const&) const
0.01%     Debugger         17534  17534  /vendor/lib64/libgpud.so                                                       gpudIsEnabled
0.01%     binder:17534_5   17534  17560  /system/lib64/libutils.so                                                      @plt
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              binder_do_set_priority
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              binder_get_thread
0.01%     Debugger         17534  17534  /system_ext/lib64/libgralloc_extra_sys.so                                      gralloc_extra_query
0.01%     binder:17534_5   17534  17560  /system/lib64/libc++.so                                                        @plt
0.01%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        std::__1::__function::__func<std::__1::__bind<std::__1::function<void (void*, long, android::sp<android::Fence> const&, std::__1::vector<android::SurfaceControlStats, std::__1::allocator<android::SurfaceControlStats>> const&)>, void*&, std::__1::placeholders::__ph<1> const&, std::__1::placeholders::__ph<2> const&, std::__1::placeholders::__ph<3> const&>, std::__1::allocator<std::__1::__bind<std::__1::function<void (void*, long, android::sp<android::Fence> const&, std::__1::vector<android::SurfaceControlStats, std::__1::allocator<android::SurfaceControlStats>> const&)>, void*&, std::__1::placeholders::__ph<1> const&, std::__1::placeholders::__ph<2> const&, std::__1::placeholders::__ph<3> const&>>, void (long, android::sp<android::Fence> const&, std::__1::vector<android::SurfaceControlStats, std::__1::allocator<android::SurfaceControlStats>> const&)>::__clone() const
0.01%     binder:17534_3   17534  17555  /system/lib64/libgui.so                                                        android::AsyncProducerListener::onBufferReleased()
0.01%     Debugger         17534  17534  /system/lib64/libgui.so                                                        android::Parcel::FlattenableHelper<android::Fence>::getFlattenedSize() const
0.01%     Debugger         17534  17534  [kernel.kallsyms]                                                              mod_timer
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              el0_svc_common.llvm.4348246208108936194
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              ksu_sys_enter_handler.9dd1a0289b3e014715f75289f4b11fa1.cfi_jt
0.01%     Debugger         17534  17543  [kernel.kallsyms]                                                              syscall_trace_enter
0.01%     Debugger         17534  17534  /apex/com.android.vndk.v31/lib64/libgralloctypes.so                            android::gralloc4::decodeString(android::gralloc4::InputHidlVec*, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>*)
0.01%     Debugger         17534  17534  /data/local/tmp/Debugger                                                       ImFontAtlasBakedGetOrAdd(ImFontAtlas*, ImFont*, float, float)
0.01%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        android::CallbackId::readFromParcel(android::Parcel const*)
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              posix_lock_inode.llvm.15402328449013564118
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              set_user_nice
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              syscall_trace_enter
0.01%     binder:17534_3   17534  17555  /system/lib64/libbinder.so                                                     @plt
0.01%     binder:17534_3   17534  17555  /apex/com.android.runtime/lib64/bionic/libc.so                                 __memcmp_aarch64
0.01%     binder:17534_3   17534  17555  /apex/com.android.runtime/lib64/bionic/libc.so                                 scudo::HybridMutex::tryLock()
0.01%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              binder_update_ref_for_handle
0.01%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              __slab_alloc
0.01%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              get_timespec64
0.01%     binder:17534_5   17534  17560  /apex/com.android.runtime/lib64/bionic/libc.so                                 pthread_mutex_lock
0.01%     binder:17534_5   17534  17560  /apex/com.android.runtime/lib64/bionic/libc.so                                 scudo::HybridMutex::unlock()
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              binder_thread_read
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              do_notify_resume
0.01%     binder:17534_5   17534  17560  /apex/com.android.runtime/lib64/bionic/libc.so                                 scudo::HybridMutex::tryLock()
0.01%     binder:17534_5   17534  17560  /system/lib64/libbinder.so                                                     $x.cold.0
0.01%     binder:17534_5   17534  17560  /system/lib64/libutils.so                                                      android::VectorImpl::clear()
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              kmem_cache_alloc
0.01%     binder:17534_1   17534  17545  /system/lib64/libgui.so                                                        android::BLASTBufferQueue::transactionCallback(long, android::sp<android::Fence> const&, std::__1::vector<android::SurfaceControlStats, std::__1::allocator<android::SurfaceControlStats>> const&)
0.01%     binder:17534_3   17534  17555  /apex/com.android.runtime/lib64/bionic/libc.so                                 __vfprintf
0.01%     binder:17534_3   17534  17555  /system/lib64/libgui.so                                                        android::BufferItemConsumer::releaseBufferSlotLocked(int, android::sp<android::GraphicBuffer> const&, android::sp<android::Fence> const&)
0.01%     binder:17534_3   17534  17555  /system/lib64/libgui.so                                                        android::BufferQueueConsumer::releaseBuffer(int, unsigned long, android::sp<android::Fence> const&, void*, void*)
0.01%     binder:17534_3   17534  17555  /apex/com.android.runtime/lib64/bionic/libc.so                                 @plt
0.01%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              binder_free_buf
0.01%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              __fget.llvm.4796752657974668945
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              __arch_copy_to_user
0.01%     binder:17534_3   17534  17555  /system/lib64/libbinder.so                                                     android::IPCThreadState::talkWithDriver(bool)
0.01%     binder:17534_3   17534  17555  /system/lib64/libgui.so                                                        android::ConsumerBase::addReleaseFenceLocked(int, android::sp<android::GraphicBuffer>, android::sp<android::Fence> const&)
0.01%     binder:17534_3   17534  17555  /system/lib64/libgui.so                                                        android::ConsumerBase::releaseBufferLocked(int, android::sp<android::GraphicBuffer>, void*, void*)
0.01%     binder:17534_3   17534  17555  /system/lib64/libutils.so                                                      $x.cold.0
0.01%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              avc_has_extended_perms
0.01%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              binder_alloc_do_buffer_copy.llvm.10546257421771042898
0.01%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              binder_do_set_priority
0.01%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              ioctl_has_perm
0.01%     binder:17534_3   17534  17555  /apex/com.android.runtime/lib64/bionic/libc.so                                 scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::deallocate(void*, scudo::Chunk::Origin, unsigned long, unsigned long)
0.01%     binder:17534_3   17534  17555  /system/lib64/libbinder.so                                                     android::IPCThreadState::executeCommand(int)
0.01%     binder:17534_3   17534  17555  /system/lib64/libgui.so                                                        android::BLASTBufferQueue::makeReleaseBufferCallbackThunk()::$_0::operator()(android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>) const (.__uniq.45450631312074835429881721991590974130)
0.01%     binder:17534_3   17534  17555  /system/lib64/libgui.so                                                        std::__1::__function::__func<android::BLASTBufferQueue::makeTransactionCallbackThunk()::$_0, std::__1::allocator<android::BLASTBufferQueue::makeTransactionCallbackThunk()::$_0>, void (void*, long, android::sp<android::Fence> const&, std::__1::vector<android::SurfaceControlStats, std::__1::allocator<android::SurfaceControlStats>> const&)>::__clone() const (.__uniq.45450631312074835429881721991590974130.e8c90b09c9a164726a404e16c008936e)
0.01%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              fsnotify
0.01%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              kmem_cache_alloc_trace
0.01%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        android::AsyncProducerListener::onBufferReleased()
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              __arm64_sys_ppoll
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              __list_del_entry_valid
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              memcg_slab_post_alloc_hook
0.01%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              binder_transaction_buffer_release
0.01%     mali-event-hand  17534  17539  [kernel.kallsyms]                                                              rw_verify_area
0.01%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        std::__1::__function::__func<android::BLASTBufferQueue::makeTransactionCallbackThunk()::$_0, std::__1::allocator<android::BLASTBufferQueue::makeTransactionCallbackThunk()::$_0>, void (void*, long, android::sp<android::Fence> const&, std::__1::vector<android::SurfaceControlStats, std::__1::allocator<android::SurfaceControlStats>> const&)>::__clone() const (.__uniq.45450631312074835429881721991590974130.e8c90b09c9a164726a404e16c008936e)
0.00%     binder:17534_1   17534  17545  /system/lib64/libbinder.so                                                     android::Parcel::freeDataNoInit()
0.00%     binder:17534_1   17534  17545  /system/lib64/libgui.so                                                        android::BLASTBufferQueue::releaseBufferCallbackLocked(android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>, bool)
0.00%     binder:17534_1   17534  17545  /system/lib64/libgui.so                                                        android::TransactionStats::readFromParcel(android::Parcel const*)
0.00%     binder:17534_1   17534  17545  /system/lib64/libutils.so                                                      android::RefBase::decStrong(void const*) const
0.00%     binder:17534_1   17534  17545  [kernel.kallsyms]                                                              __slab_alloc
0.00%     binder:17534_1   17534  17545  [kernel.kallsyms]                                                              optimized_callback.c9850914e92d68b066c352ce52295476
0.00%     Debugger         17534  17544  [kernel.kallsyms]                                                              __arch_copy_to_user
0.00%     binder:17534_3   17534  17555  /system/lib64/libbinder.so                                                     android::IBinder::localBinder()
0.00%     binder:17534_3   17534  17555  /system/lib64/libbinder.so                                                     android::Parcel::readInt32(int*) const
0.00%     binder:17534_3   17534  17555  /system/lib64/libcutils.so                                                     atrace_get_enabled_tags
0.00%     binder:17534_3   17534  17555  /system/lib64/libgui.so                                                        android::SurfaceControlStats::~SurfaceControlStats()
0.00%     binder:17534_3   17534  17555  /system/lib64/libsync.so                                                       @plt
0.00%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              _raw_spin_lock
0.00%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              do_futex
0.00%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              posix_lock_inode.llvm.15402328449013564118
0.00%     binder:17534_3   17534  17555  [kernel.kallsyms]                                                              prepare_to_wait
0.00%     binder:17534_5   17534  17560  /apex/com.android.runtime/lib64/bionic/libc.so                                 scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::allocate(unsigned long, scudo::Chunk::Origin, unsigned long, bool)
0.00%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        android::BufferQueueConsumer::releaseBuffer(int, unsigned long, android::sp<android::Fence> const&, void*, void*)
0.00%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        non-virtual thunk to android::BnTransactionCompletedListener::onTransact(unsigned int, android::Parcel const&, android::Parcel*, unsigned int)
0.00%     binder:17534_5   17534  17560  /system/lib64/libsync.so                                                       sync_merge
0.00%     binder:17534_5   17534  17560  /system/lib64/libui.so                                                         android::Fence::unflatten(void const*&, unsigned long&, int const*&, unsigned long&) (.cold.0)
0.00%     binder:17534_5   17534  17560  /system/lib64/libutils.so                                                      android::RefBase::weakref_type::attemptIncStrong(void const*)
0.00%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              __sched_setscheduler.llvm.16101723221440444608
0.00%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              avc_has_extended_perms
0.00%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              avc_lookup
0.00%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              binder_alloc_do_buffer_copy.llvm.10546257421771042898
0.00%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              locks_get_lock_context
0.00%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              selinux_file_alloc_security.87bbe6f7b7afb66eaa6d1c629edc3068
0.00%     mali-event-hand  17534  17539  [kernel.kallsyms]                                                              fsnotify
0.00%     Debugger         17534  17534  /system/lib64/libgui.so                                                        unsigned long std::__1::__hash_table<std::__1::__hash_value_type<int, unsigned long>, std::__1::__unordered_map_hasher<int, std::__1::__hash_value_type<int, unsigned long>, std::__1::hash<int>, std::__1::equal_to<int>, true>, std::__1::__unordered_map_equal<int, std::__1::__hash_value_type<int, unsigned long>, std::__1::equal_to<int>, std::__1::hash<int>, true>, std::__1::allocator<std::__1::__hash_value_type<int, unsigned long>>>::__erase_unique<int>(int const&)
0.00%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              kfree
0.00%     blastAsyncWork   17534  17548  /apex/com.android.runtime/lib64/bionic/libc.so                                 pthread_mutex_lock
0.00%     binder:17534_5   17534  17560  /apex/com.android.runtime/bin/linker64                                         [linker]__libc_shared_globals()
0.00%     binder:17534_5   17534  17560  /apex/com.android.runtime/lib64/bionic/libc.so                                 __vfprintf
0.00%     binder:17534_5   17534  17560  /apex/com.android.runtime/lib64/bionic/libc.so                                 ioctl
0.00%     binder:17534_5   17534  17560  /system/lib64/libc++.so                                                        std::__1::condition_variable::notify_one()
0.00%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        android::BLASTBufferQueue::releaseBufferCallbackLocked(android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>, bool)
0.00%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        android::BLASTBufferQueue::releaseBufferCallbackLocked(android::ReleaseCallbackId const&, android::sp<android::Fence> const&, std::__1::optional<unsigned int>, bool) (.cold.0)
0.00%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        android::ListenerStats::readFromParcel(android::Parcel const*)
0.00%     binder:17534_5   17534  17560  /system/lib64/libui.so                                                         android::Fence::wait(int)
0.00%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              binder_free_buf_locked
0.00%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              find_next_zero_bit
0.00%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              ksu_sys_enter_handler.9dd1a0289b3e014715f75289f4b11fa1
0.00%     binder:17534_5   17534  17560  [kernel.kallsyms]                                                              security_capable
0.00%     binder:17534_6   17534  18147  [kernel.kallsyms]                                                              prepare_to_wait
0.00%     binder:17534_5   17534  17560  /system/lib64/libgui.so                                                        android::BufferItemConsumer::releaseBufferSlotLocked(int, android::sp<android::GraphicBuffer> const&, android::sp<android::Fence> const&)
